assignment_id,assignment_type,due_date,longevity,value
30482,Coding assignment,34149.71,14.6,4
30483,Reading,809290.08,9.97,5
30484,Research paper,527972.54,12.56,2
30485,Math problems,54389.87,11.66,1
30486,Math problems,711674.84,22.03,1
30487,Research paper,723695.67,5.07,3
30488,Reading,12318.38,11.42,2
30489,Presentation,494365.56,6.0,4
30490,Project,713274.2,22.38,5
30491,Lab report,190486.63,3.44,2
30492,Presentation,707145.98,9.22,3
30493,Research paper,816500.07,5.99,3
30494,Presentation,485827.55,8.02,3
30495,Project,158086.21,17.6,1
30496,Study for test,201844.96,12.27,2
30497,Reading,328295.64,4.79,5
30498,Essay,817250.67,19.68,2
30499,Research paper,40275.24,9.44,5
30500,Discussion post,180387.56,15.55,4
30501,Study for test,197942.87,11.4,5
30502,Coding assignment,587016.47,18.4,1
30503,Research paper,846652.16,7.4,3
30504,Research paper,623543.9,5.03,2
30505,Discussion post,491972.46,4.13,1
30506,Reading,586753.48,22.49,3
30507,Reading,19595.39,11.52,4
30508,Discussion post,696883.36,18.53,4
30509,Project,118421.94,3.86,3
30510,Presentation,332777.37,5.7,5
30511,Presentation,397920.77,8.74,2
30512,Project,109494.41,16.55,2
30513,Project,871211.73,9.53,3
30514,Math problems,786626.62,18.14,3
30515,Research paper,98541.24,4.68,1
30516,Math problems,468178.08,4.34,1
30517,Study for test,773834.68,5.27,1
30518,Reading,703209.77,14.28,5
30519,Presentation,617018.19,3.62,2
30520,Math problems,108767.0,4.41,1
30521,Essay,730758.33,9.02,5
30522,Coding assignment,493479.58,15.69,4
30523,Project,569870.73,4.49,2
30524,Lab report,795541.51,11.16,5
30525,Reading,638602.07,15.2,5
30526,Math problems,750058.34,7.92,4
30527,Reading,841009.22,8.62,4
30528,Math problems,350985.4,2.7,1
30529,Lab report,566996.53,21.8,4
30530,Essay,335601.14,12.5,2
30531,Reading,814107.37,2.19,3
30532,Research paper,785630.28,13.94,2
30533,Math problems,240730.31,21.24,3
30534,Reading,117526.86,22.12,4
30535,Study for test,108552.07,9.96,4
30536,Project,628459.91,8.75,4
30537,Project,736745.62,6.35,3
30538,Coding assignment,789804.44,1.26,5
30539,Project,6741.72,8.91,1
30540,Discussion post,767055.43,28.62,5
30541,Research paper,866469.93,9.9,3
30542,Presentation,586741.04,5.33,3
30543,Study for test,297982.62,3.89,5
30544,Math problems,822378.13,8.83,3
30545,Presentation,543041.74,11.35,3
30546,Essay,649436.58,5.19,4
30547,Research paper,562438.53,4.18,3
30548,Presentation,145.53,2.21,5
30549,Discussion post,458553.04,13.65,3
30550,Essay,723548.92,12.07,5
30551,Reading,356964.22,11.17,3
30552,Research paper,521096.49,11.46,3
30553,Math problems,451631.97,8.7,2
30554,Lab report,190946.09,8.91,1
30555,Presentation,372682.66,6.76,5
30556,Coding assignment,420590.74,21.96,2
30557,Discussion post,41559.82,6.55,3
30558,Math problems,296258.44,20.36,4
30559,Coding assignment,4046.96,1.45,2
30560,Reading,784228.97,16.37,3
30561,Math problems,151961.36,15.84,3
30562,Discussion post,872827.48,23.07,4
30563,Discussion post,694035.67,2.82,3
30564,Research paper,385279.65,5.69,5
30565,Lab report,790219.58,28.7,4
30566,Lab report,283460.11,4.0,5
30567,Math problems,39640.86,8.46,5
30568,Reading,210550.71,21.29,1
30569,Research paper,856588.61,1.02,4
30570,Reading,860075.45,13.43,3
30571,Discussion post,283775.35,8.65,2
30572,Research paper,595221.37,10.61,4
30573,Essay,287105.21,8.78,5
30574,Presentation,628592.01,28.93,4
30575,Project,283403.06,6.66,1
30576,Math problems,203725.09,4.98,3
30577,Study for test,61642.57,1.84,3
30578,Discussion post,628048.47,6.24,3
30579,Presentation,778637.7,2.05,2
30580,Coding assignment,365819.56,2.5,2
30581,Presentation,630085.93,17.87,5
30582,Project,790386.81,12.64,1
30583,Lab report,266442.92,5.94,3
30584,Project,768817.07,4.45,1
30585,Discussion post,59541.2,2.87,4
30586,Presentation,643899.28,12.68,3
30587,Reading,385494.1,6.15,1
30588,Study for test,863901.9,15.63,1
30589,Project,418249.84,15.41,4
30590,Study for test,832734.93,8.34,4
30591,Project,255205.83,16.72,2
30592,Coding assignment,369642.8,2.97,4
30593,Project,806746.52,3.74,5
30594,Math problems,715534.26,4.31,5
30595,Reading,494409.44,1.03,4
30596,Discussion post,198148.67,7.85,5
30597,Study for test,807909.81,9.62,2
30598,Lab report,360288.62,3.42,5
30599,Presentation,426045.87,3.22,4
30600,Coding assignment,435684.05,2.03,4
30601,Lab report,489768.51,15.15,2
30602,Lab report,304534.55,12.41,3
30603,Discussion post,253544.13,4.49,2
30604,Discussion post,306044.62,13.44,2
30605,Math problems,680533.41,11.25,2
30606,Math problems,143716.31,5.45,1
30607,Math problems,486443.82,6.28,1
30608,Coding assignment,9548.49,11.17,2
30609,Study for test,660247.99,1.26,3
30610,Project,386685.98,3.65,2
30611,Study for test,203583.17,4.47,2
30612,Research paper,301314.28,10.4,4
30613,Discussion post,576828.68,5.95,4
30614,Research paper,129161.3,6.6,1
30615,Lab report,546943.05,9.67,1
30616,Reading,530299.45,13.91,3
30617,Reading,97038.02,7.16,1
30618,Coding assignment,44517.36,7.99,3
30619,Presentation,745358.52,13.4,1
30620,Coding assignment,674130.56,25.99,5
30621,Study for test,509033.91,11.21,4
30622,Reading,91295.68,16.7,3
30623,Math problems,283952.23,5.79,3
30624,Discussion post,506171.45,3.97,3
30625,Project,731859.67,19.67,4
30626,Discussion post,195532.31,6.97,3
30627,Coding assignment,2103.25,29.4,5
30628,Math problems,72934.04,7.08,1
30629,Project,144970.97,18.83,5
30630,Discussion post,580411.88,5.9,4
30631,Research paper,39314.35,17.12,2
30632,Discussion post,439679.25,4.19,2
30633,Essay,405286.4,5.93,2
30634,Research paper,858146.89,10.45,5
30635,Research paper,300412.85,26.32,2
30636,Presentation,401865.88,4.78,2
30637,Study for test,170368.56,10.33,2
30638,Math problems,49581.04,4.01,4
30639,Coding assignment,809055.36,3.96,4
30640,Research paper,516307.08,6.54,2
30641,Study for test,185648.24,16.87,4
30642,Math problems,34689.36,5.6,5
30643,Research paper,120463.99,9.29,5
30644,Lab report,586443.44,5.77,4
30645,Study for test,425926.6,19.95,2
30646,Research paper,56132.64,12.56,1
30647,Discussion post,763955.07,9.97,4
30648,Project,485187.07,17.04,2
30649,Lab report,563081.79,29.55,5
30650,Coding assignment,532803.75,3.49,1
30651,Coding assignment,159043.53,22.18,3
30652,Essay,365408.77,18.26,2
30653,Reading,255303.46,3.59,2
30654,Coding assignment,97225.94,15.72,1
30655,Presentation,643529.38,10.63,4
30656,Presentation,829982.07,10.05,3
30657,Research paper,236923.07,2.47,3
30658,Coding assignment,414886.02,5.26,3
30659,Math problems,215962.7,4.54,3
30660,Essay,851584.2,7.64,1
30661,Math problems,851148.54,16.21,1
30662,Discussion post,387948.75,19.07,5
30663,Research paper,184434.31,5.38,1
30664,Research paper,474081.1,6.48,2
30665,Study for test,529996.8,5.95,4
30666,Math problems,573497.65,4.7,5
30667,Coding assignment,621152.49,10.07,3
30668,Lab report,567895.77,13.08,3
30669,Discussion post,278823.75,25.0,5
30670,Study for test,785384.73,3.15,2
30671,Research paper,553413.73,5.91,1
30672,Presentation,467777.09,13.74,3
30673,Presentation,406302.8,14.56,5
30674,Study for test,474159.77,2.67,4
30675,Project,684578.85,2.57,5
30676,Essay,280971.4,6.46,1
30677,Lab report,704050.69,17.9,1
30678,Presentation,51965.18,3.93,5
30679,Discussion post,212834.68,18.91,3
30680,Math problems,106460.47,2.7,1
30681,Coding assignment,411225.04,23.58,4
30682,Study for test,296755.3,1.88,5
30683,Discussion post,418900.78,25.24,3
30684,Presentation,725515.27,6.66,3
30685,Essay,699103.42,1.26,1
30686,Discussion post,134309.9,18.9,3
30687,Coding assignment,219354.41,20.89,5
30688,Reading,81002.84,8.21,4
30689,Coding assignment,662751.57,8.17,2
30690,Coding assignment,59504.61,8.05,4
30691,Discussion post,395686.24,3.64,4
30692,Presentation,604725.02,3.64,4
30693,Project,594213.57,26.83,2
30694,Project,564324.49,4.88,4
30695,Discussion post,556786.96,9.48,3
30696,Coding assignment,126445.34,17.79,4
30697,Lab report,321796.1,16.4,4
30698,Reading,263771.53,5.76,2
30699,Study for test,751408.84,3.31,3
30700,Project,35178.18,13.88,1
30701,Presentation,478709.39,2.78,5
30702,Discussion post,79598.93,9.9,5
30703,Project,261552.81,28.44,1
30704,Study for test,615578.62,9.48,1
30705,Math problems,661841.79,6.39,5
30706,Study for test,628733.05,5.16,4
30707,Research paper,427379.19,11.65,1
30708,Reading,511294.25,10.3,5
30709,Project,451844.78,27.96,4
30710,Research paper,256067.0,4.83,4
30711,Lab report,462053.0,4.73,3
30712,Essay,855267.56,22.77,5
30713,Discussion post,820914.21,9.82,4
30714,Essay,53993.79,3.35,1
30715,Reading,56522.55,15.65,3
30716,Essay,805450.28,17.76,3
30717,Research paper,32855.33,19.08,1
30718,Study for test,82860.75,4.16,5
30719,Math problems,617720.02,28.45,2
30720,Reading,709081.8,4.82,5
30721,Coding assignment,671990.42,2.41,5
30722,Coding assignment,77987.73,11.87,1
30723,Math problems,235744.14,5.0,5
30724,Research paper,830879.55,8.16,1
30725,Discussion post,626422.02,3.56,2
30726,Math problems,733801.02,9.6,4
30727,Research paper,272594.89,15.39,5
30728,Coding assignment,295216.62,9.88,5
30729,Study for test,687167.88,4.6,2
30730,Essay,171216.29,21.68,1
30731,Project,385491.76,3.19,3
30732,Study for test,558355.82,13.84,2
30733,Discussion post,844194.96,11.4,1
30734,Essay,137543.35,2.43,1
30735,Coding assignment,421937.9,16.49,2
30736,Lab report,301703.07,4.24,3
30737,Research paper,781549.22,9.97,5
30738,Project,396735.36,6.47,3
30739,Discussion post,226847.42,5.38,4
30740,Study for test,593180.46,7.47,2
30741,Presentation,598192.21,14.89,4
30742,Study for test,161056.68,16.14,2
30743,Discussion post,638845.06,14.24,3
30744,Presentation,424804.24,6.36,5
30745,Study for test,866059.52,12.91,3
30746,Study for test,548300.39,2.21,5
30747,Presentation,127147.81,1.7,3
30748,Presentation,186031.68,4.98,5
30749,Lab report,654558.25,4.95,4
30750,Reading,286809.47,29.79,5
30751,Project,214917.74,11.35,3
30752,Study for test,557643.22,10.58,2
30753,Coding assignment,306862.24,2.52,3
30754,Math problems,383899.74,14.94,3
30755,Math problems,44503.92,22.43,5
30756,Essay,14451.63,2.54,5
30757,Project,652375.45,7.21,1
30758,Reading,17323.77,15.79,2
30759,Discussion post,696427.36,3.14,1
30760,Coding assignment,376711.1,10.48,3
30761,Essay,382692.4,15.3,3
30762,Coding assignment,15052.3,4.04,5
30763,Lab report,684157.53,8.5,3
30764,Reading,475639.78,18.68,1
30765,Essay,528790.27,7.95,5
30766,Discussion post,451163.32,8.16,2
30767,Essay,244334.84,16.64,5
30768,Project,302123.22,3.98,5
30769,Discussion post,250679.3,22.84,3
30770,Lab report,268621.86,4.3,1
30771,Essay,412914.7,4.54,5
30772,Essay,714980.02,4.09,2
30773,Discussion post,743884.07,5.16,5
30774,Study for test,536231.48,5.15,2
30775,Lab report,277808.09,4.1,5
30776,Presentation,181405.34,5.95,3
30777,Math problems,565743.87,21.7,5
30778,Project,741542.96,3.59,2
30779,Research paper,156105.42,21.65,3
30780,Project,213785.19,4.95,4
30781,Coding assignment,770406.92,26.94,1
30782,Lab report,752283.02,22.81,1
30783,Discussion post,232675.95,9.32,1
30784,Lab report,816476.1,23.25,1
30785,Research paper,851351.44,16.19,1
30786,Essay,605532.31,8.18,2
30787,Discussion post,534137.31,9.84,4
30788,Study for test,793805.87,3.58,1
30789,Study for test,199583.82,2.96,3
30790,Study for test,140609.88,5.26,1
30791,Study for test,167194.26,20.62,5
30792,Lab report,306667.55,4.49,1
30793,Lab report,205045.26,15.83,1
30794,Study for test,660271.9,9.02,3
30795,Study for test,298317.9,21.1,2
30796,Coding assignment,172376.79,2.22,2
30797,Essay,797236.55,14.55,2
30798,Lab report,344864.83,8.92,4
30799,Essay,867581.82,20.43,4
30800,Research paper,401739.67,20.14,5
30801,Reading,47629.56,4.89,3
30802,Project,3102.95,5.02,1
30803,Coding assignment,491115.39,15.14,3
30804,Lab report,685479.71,11.91,5
30805,Project,706869.48,9.34,2
30806,Coding assignment,414752.78,6.33,5
30807,Study for test,155697.84,5.54,1
30808,Study for test,838976.48,4.26,1
30809,Essay,659056.31,10.15,2
30810,Presentation,275238.23,3.97,5
30811,Lab report,361351.25,23.22,2
30812,Coding assignment,836836.02,21.52,4
30813,Coding assignment,281926.51,4.4,4
30814,Presentation,680255.65,15.67,4
30815,Research paper,249344.28,22.03,4
30816,Discussion post,453483.51,11.55,3
30817,Discussion post,256037.21,2.79,1
30818,Research paper,394648.81,25.74,3
30819,Essay,421059.57,28.97,2
30820,Discussion post,571806.59,23.17,2
30821,Lab report,225997.65,16.76,1
30822,Reading,574061.05,29.64,5
30823,Math problems,378375.6,4.69,4
30824,Math problems,70184.26,5.85,5
30825,Math problems,610210.19,6.1,1
30826,Lab report,495335.82,17.06,4
30827,Presentation,598452.12,8.02,2
30828,Lab report,94719.27,2.89,5
30829,Discussion post,122487.22,7.48,1
30830,Study for test,6009.46,6.15,2
30831,Discussion post,375194.38,3.82,3
30832,Essay,2100.56,7.84,1
30833,Presentation,13651.2,15.73,2
30834,Research paper,139038.18,5.42,3
30835,Research paper,288358.66,11.72,1
30836,Math problems,610123.01,22.58,3
30837,Lab report,446425.15,19.41,2
30838,Reading,507274.17,2.05,5
30839,Essay,404638.35,28.64,4
30840,Research paper,482595.88,3.65,2
30841,Coding assignment,192140.56,1.06,2
30842,Reading,392295.47,3.84,1
30843,Research paper,617472.59,5.05,5
30844,Project,21590.76,12.96,2
30845,Coding assignment,531512.75,16.69,1
30846,Reading,666014.07,3.05,3
30847,Math problems,656830.96,4.69,2
30848,Project,147448.17,18.65,2
30849,Research paper,807137.38,5.84,4
30850,Coding assignment,357990.19,1.95,3
30851,Lab report,285351.18,5.61,1
30852,Discussion post,230631.85,14.58,1
30853,Coding assignment,512944.68,15.9,2
30854,Research paper,544862.11,2.43,1
30855,Research paper,28890.74,4.06,2
30856,Essay,782988.52,4.74,1
30857,Essay,354706.66,11.75,4
30858,Discussion post,200097.8,8.5,1
30859,Research paper,495096.41,19.34,1
30860,Reading,717678.63,21.33,5
30861,Essay,393921.55,10.28,3
30862,Study for test,433676.45,3.24,2
30863,Discussion post,737362.08,1.47,5
30864,Coding assignment,1346.54,14.88,2
30865,Math problems,680930.04,15.09,1
30866,Essay,793273.15,3.03,3
30867,Discussion post,599092.91,12.36,5
30868,Research paper,110146.85,10.62,5
30869,Study for test,847191.91,1.14,3
30870,Research paper,845795.6,10.75,5
30871,Lab report,433945.69,2.24,4
30872,Math problems,862831.88,14.3,2
30873,Lab report,90669.22,6.08,1
30874,Lab report,266107.99,21.52,4
30875,Discussion post,602860.02,2.32,5
30876,Discussion post,313230.72,3.11,2
30877,Math problems,653222.44,22.2,3
30878,Essay,767181.04,5.81,1
30879,Math problems,697616.59,4.37,1
30880,Essay,22503.36,5.8,1
30881,Project,288063.81,2.27,3
30882,Lab report,854918.73,11.69,5
30883,Presentation,314105.66,14.17,1
30884,Study for test,80503.61,7.61,3
30885,Essay,508933.7,4.37,2
30886,Essay,678407.57,12.29,5
30887,Research paper,721137.31,4.65,5
30888,Reading,558636.5,5.87,2
30889,Coding assignment,739810.63,3.81,5
30890,Lab report,437400.48,3.88,2
30891,Research paper,488585.97,20.45,2
30892,Study for test,46932.64,13.23,1
30893,Discussion post,701305.3,5.37,3
30894,Lab report,420685.24,4.4,1
30895,Research paper,761023.17,2.09,4
30896,Discussion post,611525.53,4.53,5
30897,Essay,187169.87,9.45,3
30898,Coding assignment,633329.85,8.27,4
30899,Study for test,105837.7,17.48,3
30900,Project,183734.63,8.25,4
30901,Presentation,184708.15,8.31,3
30902,Math problems,71023.6,29.18,1
30903,Coding assignment,742931.02,16.17,5
30904,Math problems,604291.94,4.18,1
30905,Reading,224262.54,21.6,5
30906,Math problems,868496.85,12.96,2
30907,Math problems,114369.36,9.35,4
30908,Research paper,573971.34,11.66,1
30909,Coding assignment,641988.97,12.29,3
30910,Discussion post,383692.46,1.81,3
30911,Presentation,72331.49,2.21,1
30912,Discussion post,559901.18,17.85,5
30913,Study for test,518552.91,10.75,3
30914,Essay,35580.34,3.61,5
30915,Research paper,603981.34,16.53,4
30916,Reading,375377.77,6.24,2
30917,Coding assignment,459237.94,11.99,5
30918,Study for test,92660.63,4.01,5
30919,Lab report,657183.5,28.85,4
30920,Lab report,530158.31,5.61,5
30921,Discussion post,355603.05,11.05,5
30922,Math problems,817446.71,23.25,4
30923,Presentation,216646.12,1.54,5
30924,Math problems,203098.82,7.17,5
30925,Discussion post,675820.82,3.62,3
30926,Math problems,372004.75,3.4,1
30927,Project,596193.18,15.6,2
30928,Discussion post,570256.84,23.17,1
30929,Presentation,695847.52,9.95,1
30930,Discussion post,94051.03,6.62,5
30931,Project,854002.03,1.06,2
30932,Presentation,344191.23,16.1,2
30933,Math problems,164086.2,1.95,5
30934,Project,75597.11,22.59,1
30935,Discussion post,387434.17,16.41,4
30936,Coding assignment,580800.47,4.55,2
30937,Math problems,282907.41,5.15,1
30938,Reading,761607.52,15.69,5
30939,Study for test,838749.27,8.33,2
30940,Reading,305435.34,17.78,1
30941,Project,246897.16,4.82,5
30942,Coding assignment,131312.21,8.48,4
30943,Research paper,121419.48,6.09,2
30944,Research paper,210775.51,11.49,2
30945,Coding assignment,422777.41,4.92,3
30946,Study for test,454198.38,22.14,4
30947,Reading,174085.92,3.48,4
30948,Coding assignment,435741.63,4.51,5
30949,Coding assignment,725502.75,27.47,5
30950,Essay,813747.51,8.98,2
30951,Project,252934.93,8.86,3
30952,Coding assignment,330204.26,10.79,2
30953,Math problems,436781.38,2.97,3
30954,Math problems,370691.05,17.49,1
30955,Lab report,618941.42,5.08,5
30956,Study for test,306849.25,15.48,4
30957,Presentation,577675.19,10.17,3
30958,Math problems,812255.64,14.81,3
30959,Lab report,384351.68,4.16,3
30960,Lab report,645943.76,3.68,5
30961,Discussion post,123264.38,1.72,1
30962,Presentation,758352.09,5.04,3
30963,Discussion post,833946.02,10.06,4
30964,Lab report,101627.42,5.63,5
30965,Math problems,488969.53,2.48,2
30966,Discussion post,52591.15,8.99,3
30967,Discussion post,348317.2,2.9,4
30968,Discussion post,278236.46,26.99,1
30969,Essay,620758.15,9.49,3
30970,Essay,787190.4,8.33,5
30971,Lab report,185574.93,4.93,4
30972,Presentation,204668.36,5.22,2
30973,Essay,86250.03,18.11,2
30974,Reading,451304.39,7.51,1
30975,Discussion post,58476.1,4.47,1
30976,Essay,331918.83,21.69,5
30977,Study for test,394385.76,12.49,3
30978,Presentation,630396.08,13.43,5
30979,Essay,88133.49,28.98,2
30980,Coding assignment,246757.12,8.45,2
30981,Study for test,308387.01,9.87,2
30982,Reading,83674.63,10.77,4
30983,Coding assignment,418511.04,15.41,4
30984,Presentation,598921.76,4.47,4
30985,Project,3102.49,6.14,3
30986,Discussion post,205705.58,5.0,2
30987,Math problems,779367.2,11.75,2
30988,Math problems,88841.46,5.96,5
30989,Presentation,614752.01,9.31,1
30990,Presentation,825368.72,3.24,4
30991,Coding assignment,289755.7,8.92,2
30992,Discussion post,321680.16,10.78,5
30993,Math problems,599252.89,17.38,2
30994,Discussion post,623005.17,3.21,5
30995,Research paper,257049.15,8.73,1
30996,Coding assignment,448541.63,1.6,1
30997,Lab report,500212.19,5.54,1
30998,Study for test,704121.36,22.19,2
30999,Coding assignment,424651.02,3.23,3
31000,Project,478776.7,9.1,4
31001,Discussion post,128171.71,3.58,5
31002,Essay,353411.26,16.02,5
31003,Essay,41247.7,4.88,5
31004,Research paper,495646.83,27.34,3
31005,Essay,244337.58,5.13,1
31006,Presentation,184661.46,6.88,5
31007,Project,441813.84,23.1,1
31008,Study for test,190154.95,8.72,4
31009,Essay,763881.83,2.31,1
31010,Lab report,263970.4,9.41,5
31011,Study for test,821840.18,5.2,1
31012,Research paper,537345.13,5.24,1
31013,Discussion post,290393.14,14.74,3
31014,Project,383338.37,12.21,1
31015,Presentation,518974.47,9.26,1
31016,Project,481320.89,5.99,1
31017,Essay,190069.85,12.37,3
31018,Study for test,508410.06,1.27,5
31019,Math problems,296584.01,9.14,4
31020,Essay,767670.98,8.82,2
31021,Essay,817687.45,4.17,4
31022,Project,555256.26,5.41,3
31023,Study for test,647569.55,15.18,5
31024,Essay,294370.42,1.28,3
31025,Coding assignment,821551.35,9.36,5
31026,Math problems,659889.31,28.9,2
31027,Lab report,85950.24,8.68,4
31028,Essay,387375.35,25.5,4
31029,Project,475186.45,19.26,3
31030,Math problems,235546.15,3.44,1
31031,Discussion post,687616.45,5.91,4
31032,Project,866111.48,1.67,5
31033,Coding assignment,179079.94,8.79,1
31034,Reading,613916.27,7.15,2
31035,Presentation,744568.69,24.81,5
31036,Coding assignment,748565.08,3.99,3
31037,Presentation,238902.5,3.46,4
31038,Project,827062.18,16.18,3
31039,Discussion post,408598.74,11.49,2
31040,Coding assignment,230240.3,3.01,4
31041,Study for test,144319.16,3.23,3
31042,Study for test,35272.63,2.87,4
31043,Project,379291.52,7.07,3
31044,Reading,152047.68,16.47,2
31045,Lab report,148444.75,8.05,3
31046,Presentation,565185.41,3.88,4
31047,Lab report,420166.39,8.9,5
31048,Project,235532.6,12.97,1
31049,Lab report,641790.54,17.76,3
31050,Reading,149917.19,16.47,1
31051,Project,819716.45,6.15,4
31052,Discussion post,523540.73,16.86,1
31053,Math problems,603882.7,17.54,2
31054,Project,821405.94,10.78,2
31055,Lab report,306712.3,7.79,4
31056,Study for test,486849.43,22.54,2
31057,Coding assignment,514127.9,25.32,5
31058,Presentation,290758.88,19.4,1
31059,Presentation,727358.13,5.77,3
31060,Reading,381578.73,22.54,1
31061,Project,251003.28,13.38,1
31062,Study for test,444411.55,5.98,3
31063,Presentation,414403.41,9.52,4
31064,Presentation,276454.19,3.74,1
31065,Project,304228.05,5.85,4
31066,Math problems,434286.31,20.71,4
31067,Reading,93021.39,7.5,2
31068,Essay,114926.8,6.27,5
31069,Essay,70826.39,8.24,1
31070,Lab report,814075.01,22.97,4
31071,Research paper,277510.46,12.75,1
31072,Study for test,678325.58,10.44,2
31073,Study for test,90541.25,2.69,3
31074,Math problems,111195.97,8.23,3
31075,Math problems,362590.06,3.71,2
31076,Math problems,397076.85,1.59,4
31077,Essay,478312.26,4.18,3
31078,Math problems,583682.42,21.62,1
31079,Coding assignment,437428.42,7.06,3
31080,Math problems,213555.98,2.63,3
31081,Discussion post,850722.51,7.39,5
31082,Essay,786835.61,9.23,3
31083,Discussion post,270786.55,3.84,1
31084,Presentation,43021.47,8.18,5
31085,Project,396237.23,9.53,4
31086,Presentation,471888.35,4.91,3
31087,Reading,374580.86,3.29,2
31088,Presentation,776447.55,4.52,1
31089,Discussion post,91404.6,17.52,1
31090,Lab report,144452.24,18.11,5
31091,Presentation,796245.68,1.08,3
31092,Essay,446862.54,5.29,2
31093,Presentation,519348.92,22.15,2
31094,Coding assignment,376865.77,17.65,3
31095,Presentation,643468.15,2.71,3
31096,Study for test,619439.47,7.41,4
31097,Project,806466.64,5.98,5
31098,Presentation,621695.42,7.1,4
31099,Presentation,643432.68,17.09,2
31100,Presentation,282031.04,1.18,1
31101,Essay,177751.86,4.38,4
31102,Reading,751801.78,8.32,2
31103,Reading,34088.77,6.69,1
31104,Reading,583892.5,7.1,2
31105,Discussion post,40622.75,10.25,5
31106,Reading,337176.39,1.63,1
31107,Lab report,285271.66,20.75,1
31108,Study for test,742775.23,29.81,3
31109,Presentation,324669.54,16.41,1
31110,Lab report,145967.95,4.24,3
31111,Study for test,646438.31,4.38,4
31112,Discussion post,69952.46,4.61,3
31113,Research paper,137100.82,6.58,4
31114,Research paper,614063.38,2.37,4
31115,Lab report,607015.62,3.54,3
31116,Project,740752.54,3.7,2
31117,Discussion post,704400.58,21.62,5
31118,Study for test,809250.66,5.34,4
31119,Essay,58262.48,7.34,1
31120,Lab report,438862.63,3.91,3
31121,Coding assignment,557858.88,3.73,2
31122,Research paper,526814.48,6.63,2
31123,Coding assignment,466895.92,14.49,2
31124,Coding assignment,42638.17,7.98,4
31125,Research paper,862950.3,7.29,3
31126,Math problems,867989.82,8.59,3
31127,Essay,562760.01,5.69,2
31128,Project,272096.62,5.81,2
31129,Math problems,138009.04,4.87,1
31130,Presentation,214440.79,11.84,4
31131,Presentation,830362.05,4.42,2
31132,Study for test,25413.01,4.57,5
31133,Essay,238512.37,19.47,3
31134,Discussion post,217200.4,10.39,4
31135,Coding assignment,611264.07,4.79,2
31136,Coding assignment,717546.5,13.37,5
31137,Essay,251660.19,2.93,1
31138,Research paper,271656.93,18.84,1
31139,Essay,21855.09,23.07,4
31140,Reading,44287.87,5.21,5
31141,Discussion post,33997.97,4.52,3
31142,Presentation,652099.86,27.26,2
31143,Coding assignment,844286.11,3.5,3
31144,Coding assignment,574571.26,4.78,5
31145,Reading,424047.61,5.6,2
31146,Math problems,254235.31,11.78,1
31147,Coding assignment,700485.5,18.27,3
31148,Coding assignment,588544.39,10.74,2
31149,Presentation,84318.54,21.63,5
31150,Presentation,578998.24,10.16,3
31151,Discussion post,421360.11,2.88,4
31152,Reading,820976.22,7.88,3
31153,Essay,292452.92,19.14,5
31154,Essay,82654.15,22.0,4
31155,Lab report,84074.91,3.35,3
31156,Research paper,490815.14,7.74,1
31157,Study for test,137627.37,5.47,5
31158,Math problems,178074.5,11.85,3
31159,Discussion post,88952.63,15.67,5
31160,Essay,496039.77,8.65,4
31161,Research paper,177492.18,8.78,3
31162,Reading,380138.02,21.8,1
31163,Discussion post,696459.21,1.82,1
31164,Discussion post,191984.65,22.64,4
31165,Project,120505.9,8.26,5
31166,Discussion post,748827.15,11.25,4
31167,Coding assignment,650709.01,3.32,3
31168,Study for test,239983.1,4.2,4
31169,Coding assignment,411561.04,4.97,5
31170,Project,208705.37,20.17,4
31171,Presentation,535854.94,2.26,4
31172,Presentation,161228.05,6.45,5
31173,Coding assignment,168937.31,11.92,2
31174,Math problems,839556.81,9.21,5
31175,Coding assignment,232924.51,15.5,3
31176,Research paper,848769.61,9.98,1
31177,Study for test,483990.13,7.54,1
31178,Project,825774.24,26.08,1
31179,Presentation,165704.74,19.81,2
31180,Essay,267211.94,2.82,4
31181,Discussion post,471804.78,8.54,4
31182,Study for test,487042.91,17.96,5
31183,Study for test,285087.27,15.31,1
31184,Project,409180.06,6.82,1
31185,Reading,772640.54,3.41,5
31186,Project,348973.53,22.99,5
31187,Reading,839686.07,3.01,1
31188,Math problems,249377.22,11.38,3
31189,Study for test,774375.49,20.29,5
31190,Math problems,194139.88,27.16,1
31191,Research paper,748058.96,2.19,3
31192,Presentation,386247.94,6.51,2
31193,Discussion post,293928.45,10.79,3
31194,Study for test,851876.25,4.79,2
31195,Coding assignment,394979.33,21.33,4
31196,Research paper,771857.59,9.28,1
31197,Lab report,148678.81,29.01,4
31198,Coding assignment,82564.93,4.86,2
31199,Reading,819774.58,11.64,5
31200,Essay,378374.75,8.93,3
31201,Lab report,555575.85,4.77,5
31202,Study for test,338199.19,3.91,1
31203,Coding assignment,841881.47,11.19,2
31204,Reading,351172.01,9.47,2
31205,Research paper,674499.51,24.38,2
31206,Lab report,740046.45,11.28,4
31207,Discussion post,760244.69,10.63,4
31208,Research paper,43120.58,2.34,4
31209,Coding assignment,124456.32,24.52,4
31210,Essay,653034.02,2.22,2
31211,Presentation,428099.73,2.71,3
31212,Math problems,452462.1,20.28,2
31213,Presentation,600251.36,5.2,4
31214,Discussion post,112831.02,21.3,4
31215,Math problems,425613.14,8.48,1
31216,Discussion post,481918.63,20.42,3
31217,Math problems,225079.99,13.17,3
